Régime particulier,Nombre places calculées,Adresse complète,Type mobilier,Numéro mobilier,geo_point_2d,Tarif
Vélos,8,2 RUE LECLUSE,Nougarette,4,"48.883451539951984, 2.3257194795468865",Gratuit
Vélos,8,11 RUE DU SIMPLON,Nougarette,4,"48.89354152542024, 2.351156876176328",Gratuit
Vélos,10,67 BD DU GENERAL MARTIAL VALIN,Nougarette,5,"48.83663167163334, 2.276316917068168",Gratuit
Vélos,12,130 BD RICHARD LENOIR,Nougarette,6,"48.86566062833793, 2.3701225368986183",Gratuit
Vélos,10,34 RUE D' ENGHIEN,Nougarette,5,"48.8721680319869, 2.349903129926935",Gratuit
Vélos,4,32 RUE DU PROFESSEUR FLORIAN DELBARRE,Nougarette,2,"48.838602468825115, 2.2723984832687885",Gratuit
Vélos,20,41 RUE POPINCOURT,Nougarette,10,"48.8591679677963, 2.3760182866266564",Gratuit
Vélos,10,75 RUE DE LOURMEL,Nougarette,5,"48.84554024044352, 2.2879330012590855",Gratuit
Vélos,5,30 RUE DES CLOYS,Epingle vélo,5,"48.892958281862306, 2.3386261942923547",Gratuit
Vélos,4,35 RUE DE LA GRANGE AUX BELLES,Epingle vélo,4,"48.87516528628582, 2.367245706753052",Gratuit
Vélos,10,62 RUE DE BAGNOLET,Nougarette,5,"48.857802993237826, 2.399644767957577",Gratuit
Vélos,6,132 BD DIDEROT,Nougarette,3,"48.8475384897494, 2.3888867383676464",Gratuit
Vélos,9,31 RUE VILLIOT,Epingle vélo,9,"48.8418435392012, 2.375738202709905",Gratuit
Vélos,14,10 RUE DARCET,Epingle vélo,14,"48.88371070682594, 2.325007994696735",Gratuit
Vélos,2,17 AV DU BEL AIR,Epingle vélo,2,"48.8465089455248, 2.3973621681668944",Gratuit
Vélos,10,3 RUE ROBERT BLACHE,Nougarette,5,"48.87725848585951, 2.364093279062824",Gratuit
Vélos,11,37 BD SUCHET,Epingle vélo,11,"48.85680234469529, 2.264441156856907",Gratuit
Vélos,10,27 RUE HEROLD,Nougarette,5,"48.86534565608869, 2.342378353375303",Gratuit
Vélos,7, PL DU CARDINAL LAVIGERIE,Epingle vélo,7,"48.83201097120767, 2.4039323576820175",Gratuit
Vélos,10,14 RUE ALBERT MALET,Nougarette,5,"48.842034088890195, 2.410769761692122",Gratuit
Vélos,10,1 RUE HENRI MURGER,Nougarette,5,"48.878669250035436, 2.375474705455662",Gratuit
Vélos,62,46 PL JUSSIEU,Nougarette,31,"48.84610952745977, 2.3553546852866543",Gratuit
Vélos,7,26 BD MARGUERITE DE ROCHECHOUART,Epingle vélo,7,"48.88361695344708, 2.348030538924482",Gratuit
Vélos,74,5 RUE GUY DE LA BROSSE,Nougarette,37,"48.84535948039047, 2.355775226160494",Gratuit
Vélos,14,48 RUE EUGENE OUDINE,Nougarette,7,"48.8251016443729, 2.372591599588479",Gratuit
Vélos,1,80 BD BARBES,Epingle vélo,1,"48.88988012541218, 2.3497087966737507",Gratuit
Vélos,20,43 CRS DE VINCENNES,Nougarette,10,"48.848026340917194, 2.403582382331972",Gratuit
Vélos,10,130 BD DE MENILMONTANT,Epingle vélo,10,"48.86595625364154, 2.384140153292599",Gratuit
Vélos,6,6 RUE MARTIN BERNARD,Epingle vélo,6,"48.82688783488655, 2.3512425850573724",Gratuit
Vélos,5,20 RUE SAINT-LAZARE,Epingle vélo,5,"48.87681161748328, 2.337623800910837",Gratuit
Vélos,7,34 RUE FRIANT,Sans,0,"48.824755697777974, 2.323771775011385",Gratuit
Vélos,6, ALL ARTHUR RIMBAUD,Nougarette,3,"48.833137832804404, 2.378891371499478",Gratuit
Vélos,9,15 PL DU BATAILLON FRANCAIS DE L'O.N.U. EN COREE,Epingle vélo,9,"48.85363974334755, 2.3574542190942367",Gratuit
Vélos,8,54 RUE JOUFFROY D'ABBANS,Nougarette,4,"48.88496569139329, 2.3067171383644314",Gratuit
Vélos,24,1 RUE DE MONDOVI,Nougarette,12,"48.866498846319836, 2.3242511365288108",Gratuit
Vélos,4,19 BD MORLAND,Nougarette,2,"48.85064324378347, 2.362603839911152",Gratuit
Vélos,6,63 BD DE MAGENTA,Epingle vélo,6,"48.87430042703413, 2.35771133166643",Gratuit
Vélos,10,13 RUE HELENE BRION,Nougarette,5,"48.82866960398227, 2.3822643620859014",Gratuit
Vélos,1,98 BD DE CLICHY,Epingle vélo,1,"48.88408832048046, 2.3317155843672617",Gratuit
Vélos,10,21 RUE GEORGE SAND,Nougarette,5,"48.84977287245593, 2.268393509016042",Gratuit
Vélos,10,64 RUE DE L' ABBE GROULT,Nougarette,5,"48.839390825553046, 2.296841576782615",Gratuit
Vélos,3,98 RUE DE LA GLACIERE,Epingle vélo,3,"48.829387221251594, 2.34353274993051",Gratuit
Vélos,5,16 RUE DE BELZUNCE,Epingle vélo,5,"48.87944307654909, 2.3514592507196252",Gratuit
Vélos,8,11 RUE SAINT-MAUR,Nougarette,4,"48.8592515779876, 2.3829029155393977",Gratuit
Vélos,36,170 RUE DE CHARENTON,Nougarette,18,"48.84448461347315, 2.3837881495346145",Gratuit
Vélos,12,25 RUE DE NAVARIN,Nougarette,6,"48.879810416491985, 2.338081864971774",Gratuit
Vélos,1,106 BD DE CLICHY,Epingle vélo,1,"48.88422282984429, 2.331141686039702",Gratuit
Vélos,4,15 RUE DE GERGOVIE,Sans,0,"48.83413795601708, 2.3141020949665125",Gratuit
Vélos,4, RUE GEORGES AURIC,Epingle vélo,4,"48.884619352299055, 2.3871232934173565",Gratuit
Vélos,7,38 RUE TAINE,Epingle vélo,7,"48.83900766130725, 2.393970728745559",Gratuit
Vélos,2,103 RUE DE TOLBIAC,Epingle vélo,2,"48.82675079097051, 2.3649238297614867",Gratuit
Vélos,5,62 RUE CROZATIER,Sans,0,"48.84943327876148, 2.3796803285029533",Gratuit
Vélos,8,32 RUE DE LA LANCETTE,Epingle vélo,8,"48.83669275689524, 2.394391017202078",Gratuit
Vélos,8,30 BD DES BATIGNOLLES,Epingle vélo,8,"48.88299233321246, 2.3243954442693773",Gratuit
Vélos,5,44 BD ARAGO,Epingle vélo,5,"48.83506608448297, 2.345671675409446",Gratuit
Vélos,10,136 AV EMILE ZOLA,Nougarette,5,"48.84687395513773, 2.2932096454016624",Gratuit
Vélos,4,17 RUE DE TURENNE,Epingle vélo,4,"48.85561699682995, 2.3636669501628313",Gratuit
Vélos,28,1 BD DE DENAIN,Nougarette,14,"48.87886157550662, 2.3540973542474117",Gratuit
Vélos,7,26 RUE DE LA MARE,Epingle vélo,7,"48.870448584387745, 2.389387297817544",Gratuit
Vélos,4,53 RUE DE LA FONTAINE AU ROI,Epingle vélo,4,"48.86818556362294, 2.373664082432679",Gratuit
Vélos,28,56 RUE DE BUZENVAL,Nougarette,14,"48.85216516693496, 2.401168297146822",Gratuit
Vélos,4,15 RUE PERDONNET,Sans,0,"48.88371206738046, 2.3606317637948253",Gratuit
Vélos,10,1 PL ADOLPHE MAX,Nougarette,5,"48.8832120523737, 2.3303593921942896",Gratuit
Vélos,4,16 PL DES VOSGES,Sans,0,"48.85550307801363, 2.366458911327027",Gratuit
Vélos,9,1 RUE MADAME,Sans,0,"48.852158990584385, 2.3320179128096385",Gratuit
Vélos,5,78 RUE CURIAL,Epingle vélo,5,"48.89452034397177, 2.3740556002658373",Gratuit
Vélos,5,4 RUE GAUGUET,Epingle vélo,5,"48.826134804781816, 2.3342831536986086",Gratuit
Vélos,14,1 BD VICTOR,Epingle vélo,14,"48.836052271249194, 2.279160992330454",Gratuit
Vélos,13,76 RUE DE TOLBIAC,Epingle vélo,13,"48.82701719861746, 2.366755684513538",Gratuit
Vélos,7,20 RUE SAINT-FIACRE,Epingle vélo,7,"48.87067600319403, 2.3458432387040724",Gratuit
Vélos,10,48 RUE JEAN-BAPTISTE PIGALLE,Nougarette,5,"48.88034823111276, 2.3349747560237724",Gratuit
Vélos,10,52 BD DE LA VILLETTE,Nougarette,5,"48.87440001104802, 2.3745161470650777",Gratuit
Vélos,5,46 AV PHILIPPE-AUGUSTE,Sans,0,"48.85204544973588, 2.393729536244988",Gratuit
Vélos,10,98 AV DE FLANDRE,Nougarette,5,"48.89072816550525, 2.3771493468781055",Gratuit
Vélos,16,36 RUE PERNETY,Epingle vélo,16,"48.833651997852556, 2.318665349323748",Gratuit
Vélos,10,29 RUE DE MONTHOLON,Nougarette,5,"48.87659211697235, 2.345375356480002",Gratuit
Vélos,4,2 RUE CALMELS,Sans,0,"48.89347781545158, 2.340186986745024",Gratuit
Vélos,3,98 RUE DE PICPUS,Epingle vélo,3,"48.839239120455474, 2.4005625339318772",Gratuit
Vélos,14,19 RUE LALANDE,Nougarette,7,"48.834287742526634, 2.3283298159338313",Gratuit
Vélos,6,28 BD KELLERMANN,Nougarette,3,"48.82085928180078, 2.3558146003741616",Gratuit
Vélos,16,2 RUE MONTALEMBERT,Nougarette,8,"48.85692537864225, 2.3283284310458594",Gratuit
Vélos,8,12 RUE LOUIS BOILLY,Sans,0,"48.85938743992314, 2.266376927661889",Gratuit
Vélos,10,2 RUE D' ARTOIS,Nougarette,5,"48.872233102761236, 2.308989672177082",Gratuit
Vélos,5,46 AV DE SUFFREN,Sans,0,"48.85375022470018, 2.296757844511816",Gratuit
Vélos,5,10 RUE ABEL FERRY,Sans,0,"48.83624427969801, 2.260882347184546",Gratuit
Vélos,36,12 RUE DE L' ELYSEE,Nougarette,18,"48.8697152187353, 2.3171250688161593",Gratuit
Vélos,8,6 RUE HOUDART DE LAMOTTE,Nougarette,4,"48.84043227560542, 2.287909841097511",Gratuit
Vélos,6,77 BD DE COURCELLES,Nougarette,3,"48.878470898722064, 2.3004142052092402",Gratuit
Vélos,6,169 RUE LECOURBE,Nougarette,3,"48.841176698752285, 2.297907236617706",Gratuit
Vélos,7,20 RUE FERRUS,Sans,0,"48.83041366870886, 2.3404658118378574",Gratuit
Vélos,5,45 BD DE COURCELLES,Sans,0,"48.87941699844867, 2.304818519189307",Gratuit
Vélos,10,36 BD PEREIRE,Nougarette,5,"48.887739461217606, 2.306468422987042",Gratuit
Vélos,8,1 AV JOSEPH BOUVARD,Nougarette,4,"48.85562552741498, 2.2973764744282517",Gratuit
Vélos,10,48 AV DE LA BOURDONNAIS,Nougarette,5,"48.85683330897188, 2.301305512060766",Gratuit
Vélos,6,15 RUE DES RECOLLETS,Sans,0,"48.87460362039788, 2.361063974434069",Gratuit
Vélos,5,13 RUE DE TURIN,Sans,0,"48.88038137686604, 2.3248983645995507",Gratuit
Vélos,8,2 RUE DU LIEUTENANT-COLONEL DEPORT,Nougarette,4,"48.83931292672942, 2.2558885924103413",Gratuit
Vélos,4,13 RUE GUY PATIN,Sans,0,"48.88363714201551, 2.3511867897784517",Gratuit
Vélos,8,51 RUE DES MARAICHERS,Nougarette,4,"48.85267790321488, 2.406711288265146",Gratuit
Vélos,4,7 RUE DE LA PIERRE LEVEE,Nougarette,2,"48.86701998443126, 2.3706518136056562",Gratuit
Vélos,5,37 RUE DE LA MONTAGNE DE L'ESPEROU,Sans,0,"48.84128610800364, 2.276995877094525",Gratuit
Vélos,44,48 BD DE VAUGIRARD,Nougarette,22,"48.840949300468615, 2.3162848432694974",Gratuit
Vélos,5,36 RUE DE TLEMCEN,Sans,0,"48.865365625008515, 2.389423955262654",Gratuit
Vélos,5,155 RUE DE PICPUS,Sans,0,"48.83490872291723, 2.4039722159818564",Gratuit
Vélos,8,21 RUE DU SOLEIL,Nougarette,4,"48.8740100464134, 2.3951738242040586",Gratuit
Vélos,10,18 RUE FANTIN LATOUR,Nougarette,5,"48.840285494262616, 2.2654391838038643",Gratuit
Vélos,12,11 RUE ALBERIC MAGNARD,Nougarette,6,"48.86029732879769, 2.2716197942868277",Gratuit
Vélos,5,2 RUE BOYER-BARRET,Sans,0,"48.83328053776634, 2.3171853735423866",Gratuit
Vélos,8,8 PAS DE MELUN,Nougarette,4,"48.88360556421445, 2.376862022991996",Gratuit
Vélos,10,10 RUE JACQUIER,Nougarette,5,"48.8293121553435, 2.3191044201962123",Gratuit
Vélos,6,6 RUE BELIDOR,Sans,0,"48.88025676727001, 2.2856989854307233",Gratuit
Vélos,5,1 RUE GEORGES CITERNE,Sans,0,"48.84861972864715, 2.2891445573716735",Gratuit
Vélos,6,49 RUE LECOURBE,Nougarette,3,"48.84379061455023, 2.306738045906893",Gratuit
Vélos,22,43 RUE LAFFITTE,Nougarette,11,"48.875305445414234, 2.338466366220366",Gratuit
Vélos,10,43 RUE CAVENDISH,Nougarette,5,"48.884422711891936, 2.3787911110899134",Gratuit
Vélo-cargo,4,65 BD SAINT-MICHEL,Arceau vélo cargo,4,"48.846957444876274, 2.3404515688808494",Gratuit
Vélos,5,5 RUE MULLER,Sans,0,"48.88672712305065, 2.346774219651588",Gratuit
Vélos,10,21 RUE DU PONT NEUF,Nougarette,5,"48.86045368399608, 2.344362360391402",Gratuit
Vélos,10,215 AV DE VERSAILLES,Nougarette,5,"48.83822158559125, 2.2585177029734815",Gratuit
Vélos,36,12 RUE PERREE,Nougarette,18,"48.864553406406635, 2.3613244365006443",Gratuit
Vélos,12,9 RUE DE VALOIS,Nougarette,6,"48.86407153347769, 2.338199079871757",Gratuit
Vélos,4,18 RUE NOTRE-DAME DES CHAMPS,Nougarette,2,"48.8460487529331, 2.3275235836887074",Gratuit
Vélos,12,33 RUE BERGER,Nougarette,6,"48.8618521138893, 2.344133249240872",Gratuit
Vélos,10,34 ALL VIVALDI,Nougarette,5,"48.841763417406966, 2.390444275457798",Gratuit
Vélos,34,25 AV DE FLANDRE,Nougarette,17,"48.88532814601122, 2.3699516345831744",Gratuit
Vélos,12,26 QU DE LA LOIRE,Nougarette,6,"48.88454768551094, 2.373037833180075",Gratuit
Vélos,5,1 RUE CLEMENT MAROT,Sans,0,"48.86654906798455, 2.3049422042359415",Gratuit
Vélos,12,122 AV DE FLANDRE,Nougarette,6,"48.892524436403825, 2.3792699294581223",Gratuit
Vélos,10,54 QU DE LA LOIRE,Nougarette,5,"48.88588660725774, 2.3760285172699986",Gratuit
Vélos,5,24 AV DE LOWENDAL,Sans,0,"48.84873840259103, 2.3024773134451246",Gratuit
Vélos,22,177 BD HAUSSMANN,Nougarette,11,"48.874765798264285, 2.3059118223370927",Gratuit
Vélos,10,25 RUE DU BUISSON SAINT-LOUIS,Nougarette,5,"48.87298018996116, 2.3744980600259966",Gratuit
Vélos,5, RUE DE LA GRENADE,Sans,0,"48.88943126841217, 2.3988883804814494",Gratuit
Vélos,5,42 RUE LEON,Sans,0,"48.88964263546616, 2.353453717381085",Gratuit
Vélos,8,14 RUE SAINT-LUC,Nougarette,4,"48.88659315309974, 2.3536352048185436",Gratuit
Vélos,8,102 AV DE FLANDRE,Nougarette,4,"48.89102496355204, 2.377308337871928",Gratuit
Vélos,5,94 RUE TRUFFAUT,Sans,0,"48.88786519573357, 2.3182528043549837",Gratuit
Vélos,6, AV DE FLANDRE,Nougarette,3,"48.88825752352646, 2.3737241345791844",Gratuit
Vélos,6,49 AV DE L' OBSERVATOIRE,Nougarette,3,"48.83930765553152, 2.336514439869312",Gratuit
Vélos,42,98 AV DE FLANDRE,Nougarette,21,"48.890940621854966, 2.3769982032785717",Gratuit
Vélos,6,112 RUE LEGENDRE,Sans,0,"48.88819994978324, 2.321218255517089",Gratuit
Vélos,10,8 RUE FOURNEYRON,Nougarette,5,"48.88985311459498, 2.319433742679105",Gratuit
Vélos,18,34 AV DE L' OBSERVATOIRE,Nougarette,9,"48.83817903012999, 2.336469409052539",Gratuit
Vélos,8,25 RUE RENE BINET,Nougarette,4,"48.89924279835734, 2.3394176688966057",Gratuit
Vélos,18, RTE DU PRE CATELAN,Nougarette,9,"48.8658279944848, 2.2580356569901836",Gratuit
Vélos,5,9 RUE CATULLE MENDES,Sans,0,"48.88663014390526, 2.2911239731888426",Gratuit
Vélos,18, CHEM DE LA CROIX CATELAN,Nougarette,9,"48.86375454957272, 2.25514269720657",Gratuit
Vélos,8,68 RUE DU FAUBOURG SAINT-DENIS,Nougarette,4,"48.87272566581945, 2.3543781376568003",Gratuit
Vélos,7,354 AV DAUMESNIL,Sans,0,"48.84005754230705, 2.4323615586646916",Gratuit
Vélos,10,58 RUE DE MIROMESNIL,Nougarette,5,"48.875476789773806, 2.3158216867824173",Gratuit
Vélos,10,88 QU DE LA LOIRE,Nougarette,5,"48.88735715772852, 2.3788894013512056",Gratuit
Vélos,18,2 PL BAUDOYER,Nougarette,9,"48.85639691784871, 2.355445483787524",Gratuit
Vélos,20, CHEM DE CEINTURE DU LAC INFERIEUR,Nougarette,10,"48.86316545324962, 2.261853968926901",Gratuit
Vélos,5,1 RUE DE PHALSBOURG,Sans,0,"48.88103202133618, 2.308992508978675",Gratuit
Vélos,5,39 RUE DU CHEVALERET,Sans,0,"48.82718830736004, 2.3773430506121884",Gratuit
Vélos,10,15 AV BUGEAUD,Nougarette,5,"48.8701646684381, 2.2829232224232032",Gratuit
Vélos,4,30 RUE FABERT,Sans,0,"48.86004080920991, 2.3114328877704646",Gratuit
Vélos,10,137 RUE SAINT-MARTIN,Nougarette,5,"48.86127562986398, 2.351587884221026",Gratuit
Vélos,5,52 AV DUQUESNE,Sans,0,"48.849290226291785, 2.313759029536871",Gratuit
Vélos,8,1 RUE DAUMIER,Nougarette,4,"48.83924724413073, 2.2644823173611415",Gratuit
Vélos,10,6 RUE DU GENERAL MALLETERRE,Nougarette,5,"48.83677512591782, 2.263087491602515",Gratuit
Vélos,5,12 RUE CLEMENT,Sans,0,"48.852474767406086, 2.3353621354042042",Gratuit
Vélos,7,181 RUE DE LOURMEL,Sans,0,"48.83808400250849, 2.2819020592988792",Gratuit
Vélos,10,22 RUE JEAN DAUDIN,Nougarette,5,"48.84432693397161, 2.308092112038683",Gratuit
Vélos,5,22 RUE JEAN DAUDIN,Sans,0,"48.84436131819755, 2.3081460975709565",Gratuit
Vélos,8,32 PL DENFERT-ROCHEREAU,Nougarette,4,"48.8338703454993, 2.331725348994814",Gratuit
Vélos,10,55 RUE DE LA REUNION,Nougarette,5,"48.85533143120221, 2.4013539127502854",Gratuit
Vélos,8,7 RUE PIERRE BROSSOLETTE,Nougarette,4,"48.841993045711945, 2.3469349527809604",Gratuit
Vélos,3,22 RUE DE DUNKERQUE,Sans,0,"48.88035944687676, 2.353269376080812",Gratuit
Vélos,4,66 RUE JULIEN LACROIX,Epingle vélo,4,"48.871827539070296, 2.382767541483362",Gratuit
Vélos,5,7 AV DE SAXE,Nougarette,0,"48.84962195853364, 2.308290860731561",Gratuit
Vélos,8,36 BD DE CLICHY,Nougarette,4,"48.88285209452404, 2.3362933360616593",Gratuit
Vélos,34,321 RUE LECOURBE,Nougarette,17,"48.83737258227574, 2.285124794138843",Gratuit
Vélos,5,41 RUE DU CARDINAL LEMOINE,Sans,0,"48.847261956142354, 2.3527292228893724",Gratuit
Vélos,3,10 RUE DEODAT DE SEVERAC,Sans,0,"48.88616394973645, 2.3106262674382414",Gratuit
Vélos,18,63 RUE DU FAUBOURG SAINT-HONORE,Nougarette,9,"48.871364833739534, 2.3154844500081437",Gratuit
Vélos,16,1 RUE PARROT,Nougarette,8,"48.846758570940636, 2.3725137669941203",Gratuit
Vélos,6,1 QU VOLTAIRE,Nougarette,3,"48.85834943954617, 2.3332823984090845",Gratuit
Vélos,2,42 BD SAINT-MICHEL,Nougarette,1,"48.84939791666859, 2.341972828983168",Gratuit
Vélos,6,39 BD DES INVALIDES,Nougarette,3,"48.85114507439199, 2.3146553497406943",Gratuit
Vélos,8,46 RUE MSTISLAV ROSTROPOVITCH,Nougarette,4,"48.890443668816964, 2.3118041691350393",Gratuit
Vélos,6,177 BD SAINT-GERMAIN,Nougarette,3,"48.85443551167565, 2.330220146565979",Gratuit
Vélos,2,226 BD SAINT-GERMAIN,Nougarette,1,"48.855578869258345, 2.3271638857833543",Gratuit
Vélos,5,0 AV OCTAVE GREARD,Sans,0,"48.85693749958484, 2.2938237029102897",Gratuit
Vélos,24,9 AV DE VILLARS,Nougarette,12,"48.85253444864461, 2.313683418352095",Gratuit
Vélos,10,8 PL DU LOUVRE,Nougarette,5,"48.86034986719976, 2.3408113839571887",Gratuit
Vélos,10,67 RUE DE LILLE,Nougarette,5,"48.85951893329358, 2.3262743921988047",Gratuit
Vélos,10, AV DE LA PORTE DES TERNES,Nougarette,5,"48.88150802266474, 2.281519250485182",Gratuit
Vélos,10,33 AV DES TERNES,Nougarette,5,"48.878440109465906, 2.2946415432425256",Gratuit
Vélos,5,257 RUE DE BERCY,Epingle vélo,5,"48.847918420783714, 2.3678142183411617",Gratuit
Vélos,8,10 RUE DU PERCHE,Nougarette,4,"48.86091100371895, 2.3612224473368904",Gratuit
Vélos,6,2 RUE CAFFARELLI,Nougarette,3,"48.863491043754095, 2.361722402058659",Gratuit
Vélos,5,16 RUE DE L' ECHIQUIER,Epingle vélo,5,"48.871299626562546, 2.3516387075000877",Gratuit
Vélos,4,15 AV GAMBETTA,Epingle vélo,4,"48.863666898020966, 2.3903077198449965",Gratuit
Vélos,8,10 PAS DE L' INDUSTRIE,Epingle vélo,8,"48.871109292034575, 2.3549802792462082",Gratuit
Vélos,8,6 RUE ANDRE MESSAGER,Nougarette,4,"48.89517716397141, 2.3420930995605307",Gratuit
Vélos,16,22 RUE PELEE,Nougarette,8,"48.86016958057469, 2.371770260158037",Gratuit
Vélos,10,2 RUE ROBINEAU,Nougarette,5,"48.864560134708285, 2.392231811551148",Gratuit
Vélos,4,64 RUE DE CLIGNANCOURT,Nougarette,2,"48.88887136916831, 2.3481428483102045",Gratuit
Vélos,4,95 RUE DE CLIGNANCOURT,Nougarette,2,"48.8908625864601, 2.348504762546541",Gratuit
Vélos,4,15 BD POISSONNIERE,Nougarette,2,"48.871053992996984, 2.34517503098964",Gratuit
Vélos,10,40 AV SECRETAN,Nougarette,5,"48.88128528169556, 2.3729737994139275",Gratuit
Vélos,8,101 RUE DE CLIGNANCOURT,Nougarette,4,"48.891296620576504, 2.3485990617613584",Gratuit
Vélos,10,9 RUE DU GENERAL BERTRAND,Nougarette,5,"48.84807437594659, 2.3131983522377104",Gratuit
Vélos,12,91 AV SIMON BOLIVAR,Nougarette,6,"48.87690018009648, 2.37432559414547",Gratuit
Vélo-cargo,4,17 RUE DU HELDER,Arceau vélo cargo,4,"48.872407643479846, 2.3351601797013983",Gratuit
Vélos,10,12 RUE ABEL,Nougarette,5,"48.846975860398565, 2.3750530077446483",Gratuit
Vélos,12,90 BD MALESHERBES,Nougarette,6,"48.88045172528866, 2.313272895722273",Gratuit
Vélos,10, RUE REYNALDO HAHN,Nougarette,5,"48.85111638287652, 2.411985673967131",Gratuit
Vélos,8,11 RUE DE L' AUBRAC,Nougarette,4,"48.83463751486294, 2.3863895527970227",Gratuit
Vélos,8, AV RAPP,Nougarette,4,"48.86112155340951, 2.3011664316309832",Gratuit
Vélos,10,4 RUE GODEFROY CAVAIGNAC,Nougarette,5,"48.85413932924053, 2.3819027376190007",Gratuit
Vélos,10,41 RUE DU CHERCHE-MIDI,Nougarette,5,"48.84926398391983, 2.325988860382132",Gratuit
Vélos,10,84 RUE BEAUBOURG,Nougarette,5,"48.86464499466965, 2.3554096664172532",Gratuit
Vélos,20,5 RUE POISSONNIERE,Nougarette,10,"48.86871040487077, 2.3476802018716176",Gratuit
Vélo-cargo,3,4 AV LEDRU-ROLLIN,Arceau vélo cargo,3,"48.84595380519644, 2.3678855218310204",Gratuit
Vélos,10,7 RUE DE LA CERISAIE,Nougarette,5,"48.85175743968932, 2.366828556362583",Gratuit
Vélos,8,54 AV LEDRU-ROLLIN,Nougarette,4,"48.8482495783275, 2.372061216855123",Gratuit
Vélos,10,20 RUE POULLETIER,Nougarette,5,"48.85158506796281, 2.3583686561417077",Gratuit
Vélos,10,168 BD VINCENT AURIOL,Nougarette,5,"48.83177470231981, 2.358110458681225",Gratuit
Vélos,14,34 RUE DAMESME,Nougarette,7,"48.82319941430316, 2.3553895989767284",Gratuit
Vélos,8,12 RUE DE VIENNE,Nougarette,4,"48.87714696091209, 2.3219472452729493",Gratuit
Vélos,2,147 PROM JULES ISAAC,Nougarette,1,"48.83240913146206, 2.3748935412904983",Gratuit
Vélos,5,1 RUE SAINT-BRUNO,Epingle vélo,5,"48.88600664656214, 2.3564216683851757",Gratuit
Vélos,8,13 RUE BEAUREPAIRE,Nougarette,4,"48.87025401651372, 2.3637331473342087",Gratuit
Vélos,12,38 BD CARNOT,Nougarette,6,"48.84170423493985, 2.413065048917906",Gratuit
Vélos,6,197 BD VOLTAIRE,Nougarette,3,"48.85298370042732, 2.3885534747540587",Gratuit
Vélos,8,69 ALL ARTHUR RIMBAUD,Nougarette,4,"48.83610039878873, 2.375352303193025",Gratuit
Vélos,10,17 PL DE LA NATION,Nougarette,5,"48.84860268395347, 2.397401162457867",Gratuit
Vélos,10,45 RUE DE CAUMARTIN,Nougarette,5,"48.872902994078025, 2.328314035524183",Gratuit
Vélos,10,14 RUE DE CAUMARTIN,Nougarette,5,"48.87128913005816, 2.32814457505698",Gratuit
Vélos,26,11 QU ANDRE CITROEN,Nougarette,13,"48.848569236471334, 2.2811232544516127",Gratuit
Vélos,6,2 RUE DE LA BUTTE AUX CAILLES,Nougarette,3,"48.828065308485414, 2.3524740241512587",Gratuit
Vélos,10,158 BD VINCENT AURIOL,Nougarette,5,"48.83189295318982, 2.35978336514829",Gratuit
Vélos,20,2 BD DE LA BASTILLE,Nougarette,10,"48.8466771085887, 2.366879752009391",Gratuit
Vélos,10,8 RUE DE LANGEAC,Nougarette,5,"48.83580450415326, 2.2921196099209897",Gratuit
Vélos,6,23 RUE DES LONGUES RAIES,Nougarette,3,"48.82127280459019, 2.3479120843405683",Gratuit
Vélos,10,77 BD ARAGO,Nougarette,5,"48.83461532783954, 2.3380156596918282",Gratuit
Vélos,10,3 RUE AUGUSTE MAQUET,Nougarette,5,"48.83966942979167, 2.2662196763287197",Gratuit
Vélos,24,118 BD DE L' HOPITAL,Nougarette,12,"48.83497822164205, 2.357972523334278",Gratuit
Vélos,7,10 PL DES CINQ MARTYRS DU LYCEE BUFFON,Epingle vélo,7,"48.83836531273565, 2.316900955842204",Gratuit
Vélos,6,32 RUE LETELLIER,Nougarette,3,"48.84776875083528, 2.2967227367954037",Gratuit
Vélos,6, PL DE L' ILE DE SEIN,Nougarette,3,"48.83430704360815, 2.3363878991363287",Gratuit
